547,674,692,673,692,719,548,721
545,1547,694,1546,694,1592,545,1593
139,701,258,700,258,718,139,719
190,1222,299,1225,299,1248,190,1245
49,31,162,28,162,46,49,49
404,433,555,431,555,453,405,455
143,1310,269,1306,270,1324,144,1327
724,1511,812,1509,812,1527,724,1529
980,1078,1080,1075,1080,1094,980,1097
313,900,392,899,392,918,313,919
63,282,164,281,164,300,63,301
94,77,203,75,204,94,94,96
141,434,271,432,271,452,141,454
45,905,166,903,166,920,45,922
969,13,1029,12,1030,37,969,38
190,355,301,356,301,376,190,375
53,4,160,1,160,18,53,21
197,1624,284,1623,284,1637,197,1638
319,1071,478,1069,479,1087,319,1089
445,1310,541,1304,542,1323,447,1329
59,1228,140,1227,140,1246,59,1248
60,358,138,356,139,375,60,376
63,1154,165,1153,166,1171,64,1173
1044,453,1089,451,1089,472,1045,474
761,1135,825,1132,825,1151,761,1153
1046,1326,1086,1324,1087,1346,1048,1348
1047,1385,1086,1384,1087,1402,1048,1403
973,951,1054,946,1056,968,974,973
864,674,942,674,942,687,864,688
29,1417,95,1414,95,1429,29,1431
68,1002,196,1004,196,1022,67,1020
200,584,257,582,257,600,201,602
83,948,201,950,201,970,83,969
1041,1181,1108,1183,1108,1196,1040,1194
723,1457,828,1455,828,1474,723,1476
1047,511,1087,511,1087,529,1047,529
970,1003,1035,1001,1036,1023,971,1026
144,1572,258,1574,257,1592,144,1589
65,1307,126,1308,126,1327,65,1326
718,234,797,231,798,248,719,251
720,1105,794,1103,794,1121,720,1124
133,167,219,167,219,183,133,182
90,1435,149,1434,149,1447,90,1448
73,134,167,132,167,147,73,149
50,876,157,877,157,894,50,893
1119,642,1170,643,1170,655,1118,654
715,183,799,181,799,197,715,199
130,199,233,200,232,220,129,219
1042,311,1106,313,1106,325,1042,323
1121,29,1178,27,1179,41,1121,42
824,2,893,4,892,17,824,15
64,1037,120,1035,121,1053,64,1054
199,1599,291,1600,291,1615,199,1614
31,312,92,312,92,325,31,326
