547,674,692,673,692,719,548,721
545,1547,693,1546,694,1592,545,1593
138,701,258,700,258,718,139,719
49,31,163,28,163,46,50,49
409,433,553,431,553,452,410,455
143,1572,254,1574,254,1591,142,1589
142,433,272,432,272,453,142,454
95,77,203,75,203,94,95,96
147,1307,271,1305,271,1324,147,1326
46,905,166,903,167,920,47,922
190,355,300,356,300,376,190,375
63,283,164,281,164,299,64,301
188,1227,301,1228,300,1248,187,1247
63,1155,165,1153,165,1171,63,1173
969,13,1029,12,1030,37,969,38
59,1229,139,1227,140,1246,60,1248
721,1511,811,1509,811,1527,721,1529
197,1625,283,1623,283,1637,198,1638
130,200,232,201,232,220,130,219
60,358,138,357,138,375,60,376
135,1073,229,1071,229,1088,135,1089
231,1038,313,1036,314,1053,231,1054
1044,453,1089,452,1089,472,1045,474
54,4,160,1,161,18,54,21
81,948,196,950,195,970,81,969
1047,1385,1086,1384,1087,1402,1048,1403
1047,1326,1086,1324,1087,1346,1048,1348
864,675,942,674,943,687,864,687
723,1105,792,1103,793,1120,724,1123
314,901,391,900,392,918,314,919
719,235,797,231,798,248,719,252
134,167,219,168,219,183,134,182
484,1307,556,1304,557,1323,485,1326
344,1458,414,1456,415,1473,345,1475
69,1002,198,1004,198,1022,69,1020
1047,511,1087,511,1087,529,1047,529
38,755,121,753,122,766,38,767
725,1458,792,1456,792,1473,725,1475
824,2,892,4,892,16,824,15
50,876,157,877,157,894,50,893
722,1054,794,1052,795,1069,722,1071
89,1434,149,1433,149,1447,89,1448
717,182,798,180,798,197,718,199
816,929,895,930,895,942,815,941
1046,1214,1100,1212,1101,1230,1046,1231
411,1073,468,1071,468,1087,412,1089
62,166,119,164,119,181,62,182
1119,642,1170,643,1169,655,1119,654
1047,233,1114,232,1115,248,1047,249
1121,29,1178,27,1179,41,1121,42
994,261,1053,262,1053,274,994,273
72,134,165,132,166,147,72,149
307,26,403,24,403,42,307,43
1175,1462,1232,1461,1232,1476,1176,1477
30,542,86,544,86,558,29,556
1177,1546,1230,1545,1231,1559,1177,1560
1180,675,1230,674,1230,687,1180,688
139,1541,203,1542,203,1563,138,1562
1172,588,1235,586,1235,601,1173,603
198,1600,291,1600,291,1614,198,1614
64,1037,120,1035,121,1052,65,1054
61,394,143,392,144,411,61,414
921,895,979,893,980,906,921,908
540,1458,591,1456,592,1473,541,1475
713,825,763,824,763,836,713,837
158,1267,237,1266,237,1284,158,1286
140,669,202,669,202,689,140,688
120,1599,212,1600,211,1615,120,1615
1178,895,1227,893,1228,905,1178,907
190,755,256,753,257,765,191,767
62,1308,126,1307,126,1325,62,1326
1047,1105,1115,1104,1115,1121,1048,1122
342,585,407,583,408,601,343,603
258,1266,368,1266,368,1286,258,1286
1135,2,1194,3,1194,16,1135,16
980,80,1052,77,1053,94,981,98
926,1508,979,1506,979,1525,926,1527
718,78,793,76,794,93,719,96
228,167,315,166,315,181,228,182
994,1131,1053,1133,1053,1145,994,1144
542,1511,615,1509,615,1526,542,1528
1116,1583,1168,1582,1168,1604,1116,1605
255,396,365,394,365,413,255,415
1115,675,1173,674,1173,687,1116,687
90,55,163,56,163,68,90,66
991,1545,1052,1545,1052,1561,991,1560
30,929,82,928,82,940,30,941
923,1594,970,1593,971,1608,924,1609
925,636,979,635,980,653,926,654
62,1267,143,1266,144,1285,62,1286
1047,182,1104,180,1104,197,1047,198
329,1071,398,1072,398,1088,329,1087
722,131,791,128,791,147,723,149
91,561,146,560,146,573,91,574
1045,343,1100,342,1100,358,1045,359
64,1073,115,1072,116,1088,64,1089
344,636,411,635,412,654,344,655
991,158,1048,159,1048,170,991,170
881,426,940,427,940,439,881,439
924,1458,981,1456,982,1473,925,1476
133,1038,214,1039,213,1054,133,1054
1071,158,1122,158,1122,170,1071,171
1138,561,1178,561,1178,574,1138,573
883,1241,914,1242,913,1253,883,1251
692,1240,737,1242,736,1253,692,1252
1060,675,1107,674,1107,687,1060,688
62,201,118,200,119,216,62,217
366,754,426,753,426,766,366,767
720,1003,791,1002,792,1019,721,1021
880,1299,940,1298,940,1311,880,1312
993,208,1048,209,1048,221,993,221
1108,928,1157,927,1157,939,1109,940
535,586,590,583,591,600,536,602
27,1417,95,1415,96,1428,27,1431
705,55,746,56,746,68,705,67
412,730,467,731,467,745,411,744
1106,978,1154,979,1154,992,1105,991
704,1030,759,1029,759,1041,705,1042
771,426,820,427,819,438,771,438
992,1029,1044,1030,1044,1042,992,1041
204,1457,272,1455,272,1474,205,1475
48,731,95,730,95,744,48,745
211,584,268,582,269,600,212,603
864,1545,946,1544,946,1559,864,1561
73,1132,119,1133,119,1145,73,1144
707,157,759,158,759,170,706,170
720,952,792,950,793,968,720,970
1040,57,1080,56,1080,66,1041,67
750,895,802,893,803,905,750,907
342,1510,412,1508,413,1527,343,1529
984,951,1057,950,1057,968,984,970
73,261,120,262,120,274,73,273
40,1626,112,1623,113,1636,40,1638
305,754,365,754,365,767,305,766
967,1575,1033,1574,1033,1588,967,1590
695,370,736,371,736,381,695,381
128,1510,168,1508,169,1526,128,1527
743,108,787,107,787,118,743,119
691,384,737,383,737,395,691,396
722,1213,767,1212,768,1228,722,1229
216,133,288,133,288,148,216,149
400,1306,470,1305,471,1324,400,1325
430,753,488,754,488,767,430,766
